,time(s) , sensor1(vol) , sensor2(vol) , sensor3(vol) ,  sensor4(vol) , pulse , DC1(vol) , DC2(vol) ,humidity
108,19.87,2.933737,2.679832,2.902805,3.079379,2.981103,1.41127,0.343127,0.267084
109,19.88,2.933415,2.682732,2.903449,3.070357,2.978525,1.412559,0.346027,0.270306
110,19.89,2.937604,2.681765,2.897649,3.069068,2.978847,1.412237,0.344093,0.268373
111,19.9,2.936637,2.681765,2.895071,3.071001,2.978525,1.413848,0.343771,0.268695
112,19.91,2.937282,2.672421,2.893138,3.070357,2.978525,1.409659,0.343771,0.268695
113,19.92,2.936959,2.674354,2.894427,3.071968,2.977881,1.409659,0.343771,0.268373
114,19.93,2.929871,2.674676,2.894427,3.071645,2.97917,1.41127,0.342482,0.266117
115,19.94,2.927615,2.675965,2.89636,3.064234,2.978525,1.412559,0.344093,0.268695
116,19.95,2.929871,2.675965,2.885083,3.062946,2.978525,1.412881,0.342804,0.268373
117,19.96,2.928904,2.676609,2.886372,3.064234,2.979492,1.409015,0.342804,0.269662
118,19.97,2.929871,2.669521,2.886372,3.064234,2.978847,1.409337,0.343449,0.269017
119,19.98,2.920204,2.66791,2.887338,3.066168,2.980136,1.410304,0.344093,0.268373
120,19.99,2.762319,2.285118,2.295429,2.349239,0.487801,1.409981,0.343449,0.265795
121,20.0,1.373571,1.004635,1.004635,1.195708,0.485546,1.411592,0.343449,0.267084
122,20.01,0.671142,0.464602,0.463313,0.625709,0.482324,1.410948,0.342804,0.268373
123,20.02,0.396614,0.275461,0.275461,0.393392,0.482001,1.411592,0.344093,0.269984
124,20.03,0.288994,0.206507,0.205218,0.292217,0.482001,1.41127,0.343449,0.270306
125,20.04,0.242918,0.175575,0.176864,0.248073,0.482001,1.412237,0.343127,0.270306
126,20.05,0.221329,0.163653,0.163975,0.227451,0.481679,1.412237,0.343771,0.269339
127,20.06,0.212952,0.158497,0.157853,0.217785,0.48039,1.411915,0.343449,0.269339
128,20.07,0.207474,0.155275,0.155275,0.212629,0.48039,1.412237,0.343771,0.269017
129,20.08,0.205218,0.153664,0.154953,0.210696,0.481035,1.413203,0.344093,0.269017
130,20.09,0.202641,0.151731,0.153986,0.209729,0.481035,1.412559,0.343771,0.268695
131,20.1,0.202963,0.15302,0.153342,0.207796,0.480713,1.412881,0.34506,0.269017
132,20.11,0.201996,0.151086,0.15302,0.207796,0.482001,1.412237,0.344415,0.26805
133,20.12,0.202641,0.150764,0.152375,0.207152,0.481035,1.412881,0.343127,0.267728
134,20.13,0.201352,0.150764,0.152697,0.207474,0.482001,1.411592,0.344093,0.268695
135,20.14,0.201674,0.150442,0.151086,0.207796,0.481035,1.412881,0.343127,0.267728
136,20.15,0.20103,0.150764,0.15012,0.207474,0.480713,1.412559,0.342804,0.268373
137,20.16,0.20103,0.149797,0.15012,0.207152,0.481357,1.411915,0.34216,0.268695
138,20.17,0.201352,0.150442,0.149797,0.206185,0.480713,1.413203,0.341516,0.268373
139,20.18,0.203285,0.152053,0.149797,0.206507,0.480713,1.413203,0.341516,0.269017
140,29.49,0.199419,0.148186,0.148831,0.204574,0.480068,1.412559,0.343771,0.267728
141,29.5,0.199741,0.147864,0.148831,0.205541,0.480713,1.413848,0.343771,0.26805
142,29.51,0.200063,0.147864,0.149475,0.204574,0.48039,1.413526,0.344093,0.268373
143,29.52,0.198774,0.148186,0.15012,0.203607,0.480713,1.413203,0.344093,0.26805
144,29.53,0.199096,0.147864,0.149475,0.205541,0.481035,1.41417,0.344415,0.26805
145,29.54,0.200063,0.147864,0.149153,0.206185,0.481035,1.413203,0.343771,0.268373
146,29.55,0.199419,0.147864,0.148509,0.204574,0.481035,1.413203,0.342804,0.26805
147,29.56,0.200063,0.148186,0.149153,0.204896,0.481035,1.413203,0.343127,0.268373
148,29.57,0.198774,0.148186,0.148186,0.204574,0.481679,1.413526,0.343127,0.268695
149,29.58,0.199419,0.147542,0.148509,0.204252,0.481035,1.409015,0.341516,0.269017
150,29.59,0.199741,0.148509,0.148186,0.201352,0.481357,1.41127,0.345704,0.269662
151,29.6,0.199096,0.148186,0.149475,0.204574,0.481357,1.407726,0.340227,0.269339
152,29.61,0.199741,0.148509,0.148831,0.204574,0.481035,1.409981,0.344738,0.26805
153,29.62,0.198774,0.148509,0.149153,0.204574,0.48039,1.40837,0.344093,0.268695
154,29.63,0.199741,0.147864,0.148831,0.204896,0.48039,1.409015,0.343449,0.269339
155,29.64,0.199419,0.148831,0.149475,0.203285,0.481035,1.412559,0.343449,0.269017
156,29.65,0.200063,0.148186,0.148509,0.204896,0.480713,1.412559,0.342482,0.269339
157,29.66,0.199419,0.147542,0.148509,0.204252,0.481035,1.413848,0.343127,0.269017
158,29.67,0.199419,0.148509,0.148831,0.204574,0.480713,1.412881,0.343449,0.268695
159,29.68,0.200385,0.147542,0.148509,0.204574,0.482001,1.413203,0.342804,0.268373
160,29.69,0.212629,0.366648,0.625065,1.048134,2.960159,1.413848,0.344093,0.269339
161,29.7,2.049256,1.933581,2.223253,2.445581,2.97337,1.408692,0.343771,0.26805
162,29.71,2.673387,2.457181,2.70722,2.873161,2.976914,1.409337,0.345382,0.268373
163,29.72,2.859306,2.6199,2.858661,3.018802,2.977559,1.409659,0.344415,0.269017
164,29.73,2.926649,2.675643,2.909249,3.070679,2.978847,1.410626,0.344738,0.267728
165,29.74,2.94727,2.69562,2.92536,3.080667,2.978847,1.411915,0.344093,0.26805
166,29.75,2.955648,2.70142,2.929871,3.089045,2.978847,1.412559,0.344738,0.268695
167,29.76,2.960159,2.703353,2.921171,3.090334,2.979814,1.412881,0.343771,0.269017
168,29.77,2.960803,2.704964,2.920849,3.092589,2.97917,1.410304,0.344415,0.269662
169,29.78,2.960481,2.695298,2.920204,3.0942,2.978525,1.409659,0.345382,0.269339
170,29.79,2.953392,2.69562,2.921171,3.0942,2.980136,1.409981,0.344415,0.269017
171,29.8,2.953392,2.697231,2.921815,3.089367,2.979492,1.410948,0.34506,0.266439
172,29.81,2.950815,2.697231,2.921493,3.085501,2.978847,1.411592,0.344415,0.269984
173,29.82,2.950492,2.696265,2.920526,3.08389,2.97917,1.413203,0.344738,0.268373
174,29.83,2.95017,2.696265,2.911182,3.082279,2.978203,1.413203,0.344415,0.269339
175,29.84,2.952104,2.688531,2.910216,3.08389,2.977881,1.409337,0.344415,0.268695
176,29.85,2.952426,2.687887,2.910216,3.084856,2.977559,1.409981,0.34506,0.269017
177,29.86,2.950815,2.687565,2.909893,3.085178,2.97627,1.409659,0.344415,0.269017
178,29.87,2.94147,2.686276,2.909893,3.085501,2.980458,1.410948,0.345382,0.269017
179,29.88,2.942115,2.687887,2.910538,3.07519,2.978847,1.410626,0.345704,0.268373
180,29.89,2.941148,2.688209,2.909249,3.076801,2.978203,1.411915,0.343127,0.269662
181,29.9,2.941793,2.688854,2.89926,3.073579,2.978847,1.414492,0.346349,0.26805
182,29.91,2.943082,2.688209,2.900549,3.075834,2.97917,1.409981,0.343127,0.269017
183,29.92,2.943404,2.679832,2.899905,3.07809,2.97917,1.410626,0.345704,0.268695
184,29.93,2.943726,2.679832,2.901838,3.077767,2.978847,1.409981,0.344415,0.268695
185,29.94,2.936315,2.680476,2.901838,3.07809,2.978203,1.41127,0.345382,0.266117
186,29.95,2.933737,2.682087,2.902482,3.070034,2.978847,1.412881,0.346027,0.269339
187,29.96,2.935348,2.683054,2.892172,3.068423,2.97917,1.412881,0.343771,0.26805
188,29.97,2.936637,2.683376,2.894105,3.070034,2.978847,1.408692,0.344093,0.268695
189,29.98,2.937282,2.674998,2.891849,3.071968,2.978847,1.409981,0.344093,0.269017
190,29.99,2.786485,2.303162,2.313151,2.368249,0.488123,1.409337,0.343449,0.268373
191,30.0,1.392904,1.014301,1.017201,1.209886,0.485546,1.409659,0.343449,0.26805
192,30.01,0.682419,0.470724,0.470079,0.634731,0.482646,1.409337,0.344415,0.26805
193,30.02,0.402414,0.278361,0.279006,0.396937,0.48039,1.409981,0.344738,0.269017
194,30.03,0.292217,0.207474,0.208118,0.297694,0.479746,1.409659,0.343771,0.268695
195,30.04,0.246784,0.178475,0.179119,0.254195,0.482324,1.410304,0.343449,0.269017
196,30.05,0.226162,0.165908,0.165908,0.231962,0.482646,1.408692,0.343771,0.268695
197,30.06,0.215852,0.159142,0.159464,0.221974,0.481679,1.409659,0.343449,0.268373
198,30.07,0.210374,0.156564,0.156242,0.215852,0.479424,1.408692,0.343771,0.268373
199,30.08,0.208441,0.154308,0.155597,0.213274,0.478135,1.409337,0.344093,0.269017
200,30.09,0.207152,0.153664,0.153986,0.211663,0.481357,1.409659,0.344093,0.26805
201,30.1,0.205541,0.153342,0.153986,0.210374,0.48039,1.409659,0.343449,0.268695
202,30.11,0.205218,0.153664,0.153986,0.210696,0.481679,1.409981,0.344093,0.269017
203,30.12,0.206185,0.153664,0.152697,0.210696,0.48039,1.409981,0.343449,0.268695
204,30.13,0.204252,0.153342,0.152375,0.209729,0.48039,1.413203,0.342482,0.267728
205,30.14,0.204252,0.152375,0.152053,0.209729,0.480713,1.413526,0.342804,0.268373
206,30.15,0.204574,0.152375,0.152375,0.209729,0.481357,1.413203,0.342804,0.268373
207,30.16,0.203607,0.152053,0.152375,0.209407,0.48039,1.413848,0.344415,0.267728
208,30.17,0.203607,0.151409,0.152697,0.209085,0.480713,1.412559,0.34506,0.268695
209,30.18,0.203285,0.151731,0.152697,0.209085,0.480713,1.413203,0.343771,0.268695
210,39.49,0.202963,0.149797,0.15012,0.20683,0.480713,1.412881,0.346027,0.269339
211,39.5,0.201674,0.149475,0.150764,0.206185,0.481035,1.411592,0.345704,0.268695
212,39.51,0.202319,0.149153,0.151409,0.205218,0.480713,1.409337,0.346349,0.26805
213,39.52,0.201674,0.15012,0.151731,0.205863,0.48039,1.409015,0.346671,0.269017
214,39.53,0.202641,0.15012,0.151409,0.209407,0.48039,1.40837,0.347315,0.268373
215,39.54,0.201996,0.149797,0.150764,0.207474,0.48039,1.409337,0.347638,0.26805
216,39.55,0.201996,0.15012,0.151731,0.207796,0.480713,1.409337,0.347638,0.268373
217,39.56,0.202319,0.149153,0.151731,0.206185,0.482324,1.409337,0.348282,0.268695
218,39.57,0.202641,0.148186,0.152053,0.20683,0.482001,1.408692,0.346993,0.268373
219,39.58,0.202319,0.148186,0.150764,0.208118,0.48039,1.409337,0.347315,0.268695
220,39.59,0.201996,0.148509,0.151731,0.20683,0.479424,1.408692,0.348282,0.268373
221,39.6,0.202641,0.149475,0.152053,0.211985,0.481035,1.409981,0.346993,0.26805
222,39.61,0.201996,0.147542,0.148186,0.201352,0.482001,1.409337,0.348282,0.268695
223,39.62,0.202963,0.148186,0.15302,0.207796,0.482001,1.409659,0.347638,0.268695
224,39.63,0.200063,0.149153,0.151409,0.208118,0.481679,1.410948,0.348282,0.268373
225,39.64,0.200707,0.149797,0.150764,0.206507,0.481357,1.410948,0.348282,0.268373
226,39.65,0.200385,0.148509,0.151731,0.208118,0.481357,1.410626,0.347315,0.267406
227,39.66,0.201996,0.149475,0.151086,0.211018,0.480713,1.410948,0.347638,0.266762
228,39.67,0.201352,0.149153,0.151731,0.208441,0.48039,1.410948,0.348282,0.265795
229,39.68,0.202641,0.149475,0.151409,0.207796,0.481035,1.410626,0.346993,0.267406
230,39.69,0.406281,0.560622,0.850293,1.265307,2.963059,1.412237,0.348604,0.269339
231,39.7,2.156876,2.029601,2.31154,2.519691,2.974659,1.413203,0.34796,0.268695
232,39.71,2.71012,2.495847,2.739764,2.89926,2.976592,1.409337,0.347638,0.269339
233,39.72,2.885405,2.638266,2.873483,3.034268,2.975947,1.409337,0.34796,0.268695
234,39.73,2.936637,2.686276,2.920849,3.082601,2.97917,1.410304,0.34796,0.266439
235,39.74,2.958226,2.704642,2.935348,3.091623,2.978847,1.412237,0.34796,0.269984
236,39.75,2.966281,2.71012,2.934704,3.096134,2.97917,1.413203,0.349249,0.268695
237,39.76,2.969503,2.712375,2.932126,3.1,2.979492,1.410304,0.34796,0.268695
238,39.77,2.970792,2.705609,2.931804,3.103222,2.978847,1.409659,0.348282,0.268373
239,39.78,2.959837,2.70432,2.932448,3.104511,2.980136,1.410304,0.34796,0.26805
240,39.79,2.960803,2.705609,2.932771,3.092912,2.978203,1.411915,0.348282,0.269017
241,39.8,2.960803,2.705931,2.933093,3.093878,2.978203,1.412881,0.349249,0.269017
242,39.81,2.962414,2.707542,2.924393,3.094845,2.978525,1.414492,0.346993,0.268695
243,39.82,2.962414,2.695942,2.92246,3.096456,2.978525,1.410304,0.347638,0.268695
244,39.83,2.963381,2.69852,2.924071,3.0971,2.976914,1.408692,0.348282,0.269017
245,39.84,2.954681,2.697876,2.924715,3.096134,2.980781,1.410948,0.34796,0.267728
246,39.85,2.953392,2.699165,2.924071,3.08679,2.979492,1.411915,0.347315,0.269339
247,39.86,2.954681,2.701098,2.915049,3.086467,2.979492,1.413848,0.346671,0.268373
248,39.87,2.956937,2.693365,2.915693,3.089367,2.978525,1.409337,0.34796,0.268373
249,39.88,2.95597,2.693365,2.91666,3.090978,2.97627,1.408692,0.347638,0.268695
250,39.89,2.948881,2.69272,2.917949,3.090978,2.978847,1.411915,0.34796,0.266117
251,39.9,2.946304,2.694654,2.918593,3.082601,2.979492,1.412559,0.347638,0.269339
252,39.91,2.949526,2.695298,2.909249,3.087112,2.978525,1.414492,0.347638,0.268695
253,39.92,2.951459,2.686276,2.909249,3.08099,2.97917,1.409981,0.34796,0.26805
254,39.93,2.944693,2.687887,2.912471,3.087112,2.980781,1.410626,0.34796,0.268695
255,39.94,2.943082,2.689498,2.913115,3.07519,2.978525,1.411592,0.348282,0.270306
256,39.95,2.943726,2.690465,2.905705,3.080345,2.978525,1.413526,0.347315,0.268373
257,39.96,2.945981,2.689176,2.903771,3.081312,2.978847,1.409015,0.34796,0.269017
258,39.97,2.945659,2.683698,2.906027,3.082279,2.977236,1.409337,0.348282,0.269017
259,39.98,2.938893,2.68402,2.907638,3.078734,2.978525,1.411915,0.34796,0.268695
260,39.99,2.938248,2.493591,2.501647,2.523879,0.488446,1.411915,0.346993,0.268373
261,40.0,1.510835,1.11741,1.119343,1.308484,0.486512,1.412881,0.348604,0.268373
262,40.01,0.734618,0.509712,0.508745,0.677908,0.483612,1.413203,0.346671,0.268695
263,40.02,0.424003,0.293828,0.294472,0.417558,0.482646,1.412237,0.346671,0.268695
264,40.03,0.304139,0.215852,0.215529,0.307361,0.482324,1.409337,0.346993,0.268695
265,40.04,0.251617,0.182663,0.183952,0.258706,0.481035,1.409015,0.347315,0.269017
266,40.05,0.230029,0.168164,0.16913,0.236796,0.481679,1.409659,0.347315,0.26805
267,40.06,0.219074,0.161397,0.162686,0.226162,0.478457,1.410626,0.346671,0.268695
268,40.07,0.213274,0.157853,0.158497,0.220685,0.480713,1.409981,0.34796,0.269017
269,40.08,0.211018,0.156564,0.157208,0.214885,0.482968,1.410948,0.347638,0.268695
270,40.09,0.209085,0.155597,0.156886,0.215207,0.483612,1.409981,0.347638,0.268373
271,40.1,0.208118,0.15592,0.156242,0.21424,0.480713,1.41127,0.348926,0.26805
272,40.11,0.207474,0.154953,0.15592,0.211985,0.48039,1.410948,0.34796,0.269662
273,40.12,0.206507,0.153986,0.155275,0.210696,0.482001,1.412559,0.347638,0.269017
274,40.13,0.207152,0.154631,0.157208,0.212952,0.482001,1.413203,0.349249,0.268373
275,40.14,0.205863,0.153986,0.155275,0.211985,0.481035,1.413203,0.346027,0.269662
276,40.15,0.207152,0.153986,0.154308,0.212307,0.480713,1.412881,0.347315,0.269339
277,40.16,0.205218,0.154953,0.154953,0.212307,0.481035,1.409337,0.34796,0.268695
278,40.17,0.207152,0.153342,0.154308,0.210374,0.481035,1.409337,0.347638,0.267728
279,40.18,0.206185,0.152375,0.154308,0.211663,0.478779,1.410304,0.347638,0.268373
280,49.49,0.204896,0.149797,0.153342,0.209729,0.482324,1.410948,0.349893,0.269017
281,49.5,0.203607,0.151086,0.153342,0.209407,0.481679,1.410948,0.350215,0.267406
282,49.51,0.20393,0.152053,0.153342,0.210374,0.479424,1.41127,0.35086,0.268695
283,49.52,0.20393,0.151086,0.153342,0.207796,0.481357,1.412237,0.349893,0.269984
284,49.53,0.203607,0.151409,0.153986,0.207152,0.480713,1.412237,0.35086,0.267406
285,49.54,0.204252,0.151731,0.154308,0.208763,0.481679,1.412559,0.349571,0.269017
286,49.55,0.20393,0.150764,0.152053,0.209407,0.481357,1.412559,0.349249,0.268373
287,49.56,0.204896,0.151086,0.153664,0.208441,0.481035,1.409659,0.350538,0.269339
288,49.57,0.20393,0.151731,0.15302,0.210052,0.48039,1.40837,0.35086,0.268373
289,49.58,0.204574,0.151409,0.153342,0.209085,0.481357,1.409337,0.349893,0.26805
290,49.59,0.204252,0.151086,0.15302,0.207796,0.479746,1.409981,0.35086,0.268373
291,49.6,0.204574,0.149475,0.153986,0.209085,0.48329,1.409981,0.349893,0.268373
292,49.61,0.204574,0.151409,0.153342,0.210052,0.481679,1.410304,0.349571,0.266439
293,49.62,0.204252,0.151086,0.153342,0.210374,0.480713,1.411915,0.352149,0.268695
294,49.63,0.207152,0.15012,0.153342,0.207796,0.480713,1.411592,0.350538,0.269662
295,49.64,0.203285,0.151409,0.155597,0.210374,0.481357,1.41417,0.351826,0.26805
296,49.65,0.204252,0.151086,0.154631,0.209085,0.481357,1.412881,0.350538,0.268373
297,49.66,0.205218,0.151409,0.153986,0.208118,0.481679,1.412881,0.349571,0.268373
298,49.67,0.204574,0.151731,0.152697,0.209407,0.480068,1.412237,0.348926,0.268695
299,49.68,0.204252,0.151086,0.15302,0.208441,0.481357,1.410304,0.349571,0.269017
300,49.69,0.230351,0.386948,0.65632,1.083899,2.96177,1.410626,0.350538,0.269017
